Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU515119,10-2,2019-04-29 11:30:46.539,Completed,Netherlands,100,Koole Tankstorage Pernis B.V.,5011042,Koole Tankstorage Pernis B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,15620,EU,EU General Allowances (EUA),15620,2,,,,
EU520153,10-2,2019-04-29 11:30:58.464,Completed,Germany,100,884 - Anlagenkonto,5016053,Stadtwerke Frankfurt (Oder) GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,1442,EU,EU General Allowances (EUA),1442,2,,,,
EU520073,10-0,2019-04-29 10:45:36.075,Completed,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,1277000,EU,EU General Allowances (EUA),1277000,2,,,,
EU519634,10-2,2019-04-29 10:51:23.199,Completed,Spain,100,"Bioenergía Santamaría, S.A.",5009555,"Bioenergía Santamaría, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,49193,EU,EU General Allowances (EUA),49193,2,,,,
EU520096,10-0,2019-04-29 10:52:34.31,Completed,Italy,100,Intermonte Partners SIM S.p.A.,5021903,Intermonte Partners SIM S.p.A.,Italy,100,Raffmetal,5018190,Raffmetal SpA,2150,BR,CER - Certified Emission Reduction Unit,550,2,,5492,,
EU520116,10-2,2019-04-29 10:52:43.011,Completed,Czech Republic,100,Ethanol Energy (Cukrovar Vrdy),5007050,Ethanol Energy a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,25838,EU,EU General Allowances (EUA),25838,2,,,,
EU518816,10-2,2019-04-29 10:53:16.869,Completed,Spain,100,Celulosas de Asturias S.A.,5009273,Celulosas de Asturias S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,61265,EU,EU General Allowances (EUA),61265,2,,,,
EU519322,10-2,2019-04-29 10:54:23.297,Completed,Germany,100,Air Hamburg Luftverkehrsgesellschaft mbH,5024600,AIR HAMBURG Luftverkehrsgesellschaft mbH,European Commission,100,EU Allowance deletion,5016380,European Commission,31532,EU,EU General Allowances (EUA),13532,2,,,,
EU520079,10-0,2019-04-29 10:55:15.802,Completed,Germany,100,Vattenfall Energy Trading GmbH,5017244,Vattenfall Energy Trading GmbH,France,100,BNP PARIBAS,5027964,BNP PARIBAS,190000,EU,EU General Allowances (EUA),190000,2,,,,
EU518815,10-2,2019-04-29 10:55:19.183,Completed,Spain,100,"ENCE, Energía y Celulosa, S.A.- Instalación de Huelva",5009382,"ENCE, Energía y Celulosa, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,4352,EU,EU General Allowances (EUA),4352,2,,,,
EU518977,10-2,2019-04-29 10:55:21.92,Completed,Denmark,100,Nykøbing Komm V,5006315,Guldborgsund Varme A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,1,EU,EU General Allowances (EUA),1,2,,,,
EU520075,10-0,2019-04-29 10:56:23.813,Completed,Germany,100,Vattenfall Energy Trading GmbH,5017244,Vattenfall Energy Trading GmbH,France,100,BNP PARIBAS,5027964,BNP PARIBAS,163000,EU,EU General Allowances (EUA),163000,2,,,,
EU514325,10-71,2019-04-29 10:56:35.911,Completed,Germany,100,Veredlung (abgemeldet),5020198,Speira GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,302,CN,CER - Certified Emission Reduction Unit,302,2,,4150,,
EU518809,10-2,2019-04-29 10:57:19.889,Completed,Spain,100,"ENCE, Energía y Celulosa, S.A.",5009063,"ENCE, Energía y Celulosa, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,96666,EU,EU General Allowances (EUA),96666,2,,,,
EU520129,10-72,2019-04-29 10:57:34.02,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Veredlung (abgemeldet),5020198,Speira GmbH,302,EU,EU General Allowances (EUA),302,2,,,,
EU520112,10-71,2019-04-29 10:58:36.633,Completed,Norway,100,Tizir Titanium and Iron AS,5021335,Tizir Titanium and Iron AS,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,11277,CN,CER - Certified Emission Reduction Unit,2398,2,,4181,,
EU512831,10-71,2019-04-29 10:58:54.601,Completed,Germany,100,GV Bandlackieranlagen 3 und 4,5020247,Speira GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,868,CN,CER - Certified Emission Reduction Unit,868,2,,4150,,
EU520133,10-72,2019-04-29 10:59:35.476,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Norway,100,Tizir Titanium and Iron AS,5021335,Tizir Titanium and Iron AS,11277,EU,EU General Allowances (EUA),11277,2,,,,
EU520134,10-72,2019-04-29 11:00:07.603,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,GV Bandlackieranlagen 3 und 4,5020247,Speira GmbH,868,EU,EU General Allowances (EUA),868,2,,,,
EU520039,10-2,2019-04-29 10:34:32.102,Completed,Poland,100,Fabryka Bibuły w Iławie,5028064,POL-MAK Iława Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,2063,EU,EU General Allowances (EUA),2063,2,,,,
EU520102,10-2,2019-04-29 10:37:01.371,Completed,Spain,100,"Enerstar Villena, S.A.",5022704,"Enerstar Villena, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,160,EU,EU General Allowances (EUA),160,2,,,,
EU516488,10-2,2019-04-29 10:37:37.587,Completed,France,100,ASCOMETAL HAGONDANGE,5004739,ASCOMETAL HAGONDANGE,European Commission,100,EU Allowance deletion,5016380,European Commission,55233,EU,EU General Allowances (EUA),55233,2,,,,
EU520098,10-2,2019-04-29 10:38:00.193,Completed,Spain,100,Planta Termosolar Soluz-Guzmán,5017210,GUZMÁN ENERGÍA S.L.,European Commission,100,EU Allowance deletion,5016380,European Commission,109,EU,EU General Allowances (EUA),109,2,,,,
EU520105,10-2,2019-04-29 10:39:29.891,Completed,United Kingdom,100,Drax Power Station,5007174,Drax Power Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,200,EU,EU General Allowances (EUA),200,2,,,,
EU520020,10-0,2019-04-29 10:09:38.934,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,KOTŁOWNIA,5003604,WARTER SPÓŁKA JAWNA,4176,EU,EU General Allowances (EUA),4176,2,,,,
EU518278,10-0,2019-04-29 10:10:00.853,Completed,Spain,100,"Axpo Iberia, S.L.U.",5017059,"Axpo  Iberia, S.L.U.",Spain,100,"COMPAÑÍA ENERGÉTICA PARA EL TABLERO, S.A (COMETA)",5025339,"COMPAÑÍA ENERGÉTICA PARA EL TABLERO, S.A",20815,EU,EU General Allowances (EUA),20815,2,,,,
EU515845,10-2,2019-04-29 10:10:13.178,Completed,Czech Republic,100,ČESKOLIPSKÁ TEPLÁRENSKÁ - Výtopna LOOS Stará Lípa,5006718,ČESKOLIPSKÁ TEPLÁRENSKÁ a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,10210,EU,EU General Allowances (EUA),10210,2,,,,
EU518927,10-2,2019-04-29 10:12:24.781,Completed,Germany,100,BHKW Ramstein,5027974,FFR Fernwärmeversorgung Flugplatz Ramstein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,171,EU,EU General Allowances (EUA),171,2,,,,
EU520077,10-0,2019-04-29 10:12:50.161,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,Germany,100,innogy SE,5017191,innogy SE,100000,EU,EU General Allowances (EUA),100000,2,,,,
EU515839,10-2,2019-04-29 10:13:23.32,Completed,Czech Republic,100,ČESKOLIPSKÁ TEPLÁRENSKÁ - výtopna Holý Vrch,5006717,ČESKOLIPSKÁ TEPLÁRENSKÁ a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,1813,EU,EU General Allowances (EUA),1813,2,,,,
EU520069,10-0,2019-04-29 10:14:23.848,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,Germany,100,Werk Schermbeck,5015842,Dachziegelwerke Nelskamp GmbH,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU516627,10-2,2019-04-29 10:15:42.391,Completed,Norway,100,Yara Norge AS Porsgrunn,5012322,Yara Norge AS avd. Porsgrunn,European Commission,100,EU Allowance deletion,5016380,European Commission,987437,EU,EU General Allowances (EUA),987437,2,,,,
EU520084,10-0,2019-04-29 10:19:04.967,Completed,Germany,100,Goldman Sachs International,5027670,Goldman Sachs International,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,2600,EU,EU General Allowances (EUA),2600,2,,,,
EU519866,10-0,2019-04-29 10:02:35.527,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,2398,CN,CER - Certified Emission Reduction Unit,2398,2,,4181,,
EU519871,10-0,2019-04-29 10:03:00.784,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,5085,ID,CER - Certified Emission Reduction Unit,5085,2,,3738,,
EU520024,10-0,2019-04-29 10:03:13.816,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,PERTAR 31:HU304,5011888,CHP-ERŐMŰ Kft.,12711,EU,EU General Allowances (EUA),12711,2,,,,
EU520074,10-2,2019-04-29 10:03:16.668,Completed,Italy,100,SENECA,5022930,S.ENE.CA. Società Energia Careggi srl,European Commission,100,EU Allowance deletion,5016380,European Commission,1836,EU,EU General Allowances (EUA),1836,2,,,,
EU520018,10-0,2019-04-29 10:03:56.996,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,85000,EU,EU General Allowances (EUA),85000,2,,,,
EU519820,10-0,2019-04-29 10:04:00.402,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,121799,EU,EU General Allowances (EUA),121799,2,,,,
EU520041,10-0,2019-04-29 10:04:03.374,Completed,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,Norway,100,Widerøe,5000306,Widerøe's Flyveselskap AS,3000,EU,EU General Allowances (EUA),3000,2,,,,
EU520036,10-0,2019-04-29 10:04:20.286,Completed,Germany,100,Statkraft Markets GmbH,5017011,Statkraft Markets GmbH,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,198000,EU,EU General Allowances (EUA),198000,2,,,,
EU520023,10-0,2019-04-29 10:04:24.49,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Italy,100,Operator Account,5013337,METAN ALPI SESTRIERE TELERISCALDAMENTO srl,6200,EU,EU General Allowances (EUA),6200,2,,,,
EU519896,10-0,2019-04-29 10:04:32.02,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,DSCB Sinzig,5020066,Deutsche Steinzeug Cremer & Breuer Aktiengesellschaft,1284,CN,CER - Certified Emission Reduction Unit,1284,2,,5080,,
EU519901,10-0,2019-04-29 10:04:52.002,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,Zahna-Fliesen GmbH,5020306,Zahna-Fliesen GmbH,203,CN,CER - Certified Emission Reduction Unit,203,2,,5080,,
EU519406,10-0,2019-04-29 10:05:09.009,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,50000,EU,EU General Allowances (EUA),50000,2,,,,
EU520017,10-0,2019-04-29 10:05:17.167,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Netherlands,100,Agristo B.V.,5021020,Agristo B.V.,2,EU,EU General Allowances (EUA),2,2,,,,
EU520021,10-0,2019-04-29 10:05:27.808,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Slovakia,100,SMZ,5003267,"SMZ, a.s. Jelšava",25000,EU,EU General Allowances (EUA),25000,2,,,,
EU519899,10-0,2019-04-29 10:05:41.306,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,485 - Anlagenkonto,5014923,STEULER-KCH Materials GmbH,1462,CN,CER - Certified Emission Reduction Unit,1462,2,,5080,,
EU519902,10-0,2019-04-29 10:05:47.184,Completed,Portugal,100,TRADE2C,5026779,"TRADE2C, UNIPESSOAL, LDA.",Portugal,100,"UNIGERAÇÃO, Lda.",5024075,"UNIGERAÇÃO, Lda.",4990,EU,EU General Allowances (EUA),4990,2,,,,
EU520047,10-2,2019-04-29 09:53:10.851,Completed,France,100,SODIEN - Chaufferie de Fontaine d'Ouche,5004785,Société Dijonnaise d'Energie Nouvelle- SODIEN,European Commission,100,EU Allowance deletion,5016380,European Commission,13158,EU,EU General Allowances (EUA),13158,2,,,,
EU520048,10-2,2019-04-29 09:54:02.593,Completed,France,100,SODIEN - Chaufferie de Chenove,5004859,Société Dijonnaise d'Energie Nouvelle- SODIEN,European Commission,100,EU Allowance deletion,5016380,European Commission,16400,EU,EU General Allowances (EUA),16400,2,,,,
EU519998,10-2,2019-04-29 09:54:31.713,Completed,Germany,100,1385 - Anlagenkonto,5014730,RKB Raffinerie-Kraftwerks-Betriebs GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,926472,EU,EU General Allowances (EUA),926472,2,,,,
EU520050,10-2,2019-04-29 09:54:52.219,Completed,France,100,CHAUFFERIE ET COGENERATION DE BONDY,5004860,SOCIETE THERMIQUE DE BONDY (STB),European Commission,100,EU Allowance deletion,5016380,European Commission,5373,EU,EU General Allowances (EUA),5373,2,,,,
EU520064,10-2,2019-04-29 09:55:41.946,Completed,France,100,CHU LIMOGES DUPUYTREN,5005388,CHU de Limoges  - Hopital universitaire Dupuytren,European Commission,100,EU Allowance deletion,5016380,European Commission,2851,EU,EU General Allowances (EUA),2851,2,,,,
EU520054,10-2,2019-04-29 09:55:51.497,Completed,France,100,Chaufferie du gros saule (AES),5004876,AULNAY ENERGIE SERVICES (AES),European Commission,100,EU Allowance deletion,5016380,European Commission,4032,EU,EU General Allowances (EUA),4032,2,,,,
EU520055,10-2,2019-04-29 09:55:59.023,Completed,Hungary,100,Energo-Hoterm Kft.:HU293,5011882,"Energo-Hõterm Beruházó, Mûködtetõ Kft.",European Commission,100,EU Allowance deletion,5016380,European Commission,6983,EU,EU General Allowances (EUA),6983,2,,,,
EU520056,10-2,2019-04-29 09:56:45.496,Completed,France,100,ENERGIE VERTE DE VALENCE - Chaufferie urbaine de Valence,5005245,ENERGIE VERTE DE VALENCE- EVVA,European Commission,100,EU Allowance deletion,5016380,European Commission,13833,EU,EU General Allowances (EUA),13833,2,,,,
EU520070,10-2,2019-04-29 09:57:29.757,Completed,Czech Republic,100,CEREPA a.s.,5006965,"CEREPA, a.s.",European Commission,100,EU Allowance deletion,5016380,European Commission,2583,EU,EU General Allowances (EUA),2583,2,,,,
EU520057,10-2,2019-04-29 09:57:53.667,Completed,France,100,Chaufferie de Mont-Saint-Aignan,5005532,Mont-Saint-Aignan Energie Verte- MAEV,European Commission,100,EU Allowance deletion,5016380,European Commission,15869,EU,EU General Allowances (EUA),15869,2,,,,
EU515775,10-2,2019-04-29 09:58:25.303,Completed,Germany,100,Oxxynova GmbH,5022418,Oxxynova GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,86250,EU,EU General Allowances (EUA),86250,2,,,,
EU519894,10-0,2019-04-29 10:00:11.512,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,DSCB Witterschlick,5020065,Deutsche Steinzeug Cremer & Breuer Aktiengesellschaft,1010,CN,CER - Certified Emission Reduction Unit,1010,2,,5080,,
EU519893,10-0,2019-04-29 10:00:15.103,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,Alois Korzilius Interbau fabrikation für moderne baukeramik GmbH & Co. KG,5017929,Alois Korzilius interbau fabrikation für moderne baukeramik GmbH & Co KG.,433,CN,CER - Certified Emission Reduction Unit,433,2,,5080,,
EU519903,10-0,2019-04-29 10:00:26.877,Completed,Portugal,100,TRADE2C,5026779,"TRADE2C, UNIPESSOAL, LDA.",Portugal,100,"UNIGERAÇÃO, Lda.",5024075,"UNIGERAÇÃO, Lda.",1370,CN,CER - Certified Emission Reduction Unit,1370,2,,4159,,
EU520068,10-2,2019-04-29 10:00:32.794,Completed,Italy,100,Operator Account,5012371,Kineo Energy & Facility srl,European Commission,100,EU Allowance deletion,5016380,European Commission,6009,EU,EU General Allowances (EUA),6009,2,,,,
EU519870,10-0,2019-04-29 10:01:07.05,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,3584,CN,CER - Certified Emission Reduction Unit,3584,2,,7975,,
EU519867,10-0,2019-04-29 10:01:43.67,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,190,CN,CER - Certified Emission Reduction Unit,190,2,,5080,,
EU519890,10-0,2019-04-29 10:01:53.228,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,RAG,5020319,RAG AKTIENGESELLSCHAFT,3263,CN,CER - Certified Emission Reduction Unit,2882,2,,1872,,
EU519841,10-0,2019-04-29 10:02:09.881,Completed,Portugal,100,TRADE2C,5026779,"TRADE2C, UNIPESSOAL, LDA.",Portugal,100,53-Iberol-Sociedade Ibérica de Biocombustíveis e Olea,5003970,Iberol-Sociedade Ibérica de Biocombustíveis e Olea,18870,EU,EU General Allowances (EUA),18870,2,,,,
EU517433,10-2,2019-04-29 09:33:20.094,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - MAZAN,5022134,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,2341,EU,EU General Allowances (EUA),2341,2,,,,
EU518862,10-2,2019-04-29 09:33:44.991,Completed,Germany,100,639 - Anlagenkonto,5013998,riha WeserGold Getränke GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,23858,EU,EU General Allowances (EUA),23858,2,,,,
EU517424,10-2,2019-04-29 09:34:01.077,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - CARPENTRAS,5022131,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,32509,EU,EU General Allowances (EUA),32509,2,,,,
EU517421,10-2,2019-04-29 09:34:48.035,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - ST LOUBES,5022130,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,29735,EU,EU General Allowances (EUA),29735,2,,,,
EU517419,10-71,2019-04-29 09:35:28.44,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - AUNEUIL,5022129,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,9638,UZ,CER - Certified Emission Reduction Unit,9230,2,,4883,,
EU520051,10-72,2019-04-29 09:36:26.915,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,ETEX FRANCE BUILDING PERFORMANCE - AUNEUIL,5022129,ETEX FRANCE BUILDING PERFORMANCE,9638,EU,EU General Allowances (EUA),9638,2,,,,
EU519959,10-2,2019-04-29 09:38:11.044,Completed,Germany,100,FHW Köln-Bonn,5014288,Flughafen Köln/Bonn GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,6005,EU,EU General Allowances (EUA),6005,2,,,,
EU520045,10-2,2019-04-29 09:38:23.275,Completed,Germany,100,Luitpoldhütte AG,5021637,Luitpoldhütte GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,28598,EU,EU General Allowances (EUA),28598,2,,,,
EU520016,10-2,2019-04-29 09:40:01.013,Completed,Germany,100,548 - Anlagenkonto,5015588,Karl Kurz GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,4516,EU,EU General Allowances (EUA),4516,2,,,,
EU520007,10-2,2019-04-29 09:41:13.797,Completed,Czech Republic,100,"Varroc Lighting Systems, s.r.o.",5006843,"Varroc Lighting Systems, s.r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,5375,EU,EU General Allowances (EUA),5375,2,,,,
EU519817,10-2,2019-04-29 09:42:39.643,Completed,Netherlands,100,Agro Care WP17 Exploitatie B.V.,5027518,Agro Care WP17 Exploitatie B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,12009,EU,EU General Allowances (EUA),12009,2,,,,
EU520058,10-2,2019-04-29 09:45:34.452,Completed,Italy,100,Operator Account,5012481,CARTIERA DI CARBONERA SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,62789,EU,EU General Allowances (EUA),62789,2,,,,
FR210102,4-0,2019-04-29 09:45:54.076,Completed,France,120,CHU LIMOGES DUPUYTREN,359,CHU de Limoges  - Hopital universitaire Dupuytren,France,230,Cpt d'annulation volontaire,17,France,2474,IN,CER - Certified Emission Reduction Unit,1650,1,,115,,
EU520046,10-2,2019-04-29 09:46:35.989,Completed,France,100,PANNEAUX DE CORREZE SAS,5005419,PANNEAUX DE CORREZE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,10945,EU,EU General Allowances (EUA),10945,2,,,,
EU520035,10-71,2019-04-29 09:48:45.283,Completed,Italy,100,SENECA,5022930,S.ENE.CA. Società Energia Careggi srl,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1848,CN,CER - Certified Emission Reduction Unit,848,2,,1284,,
EU520067,10-72,2019-04-29 09:49:53.019,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,SENECA,5022930,S.ENE.CA. Società Energia Careggi srl,1848,EU,EU General Allowances (EUA),1848,2,,,,
EU519620,10-2,2019-04-29 09:49:54.064,Completed,Spain,100,Cogen Eresma,5009589,"COGEN ERESMA, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,48993,EU,EU General Allowances (EUA),48993,2,,,,
EU520037,10-2,2019-04-29 09:50:00.46,Completed,Italy,100,SENECA,5022930,S.ENE.CA. Società Energia Careggi srl,European Commission,100,EU Allowance deletion,5016380,European Commission,39234,EU,EU General Allowances (EUA),39234,2,,,,
EU520052,10-2,2019-04-29 09:50:24.25,Completed,France,100,RAON CIRCULAR REGENERATION,5004653,RAON CIRCULAR REGENERATION,European Commission,100,EU Allowance deletion,5016380,European Commission,4131,EU,EU General Allowances (EUA),4131,2,,,,
EU519996,10-72,2019-04-29 07:20:32.922,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Germany,100,Small Planet Airlines GmbH,5026106,Small Planet Airlines GmbH i.I.,1049,EU,EU Aviation Allowances (EUAA),1049,2,,,,
EU519580,10-2,2019-04-29 07:28:13.966,Completed,Czech Republic,100,DIAMO - o.z.Těžba a úprava uranu,5006636,"DIAMO, státní podnik",European Commission,100,EU Allowance deletion,5016380,European Commission,17832,EU,EU General Allowances (EUA),17832,2,,,,
EU499675,10-2,2019-04-29 07:30:25.118,Completed,Estonia,100,WBEEKordoni6:EE63,5016355,Wienerberger  AS,European Commission,100,EU Allowance deletion,5016380,European Commission,5440,EU,EU General Allowances (EUA),5440,2,,,,
EU519883,10-2,2019-04-29 07:45:34.636,Completed,Lithuania,100,Operator Account:LT40,5006031,UAB Jonavos silumos tinklai,European Commission,100,EU Allowance deletion,5016380,European Commission,5238,EU,EU General Allowances (EUA),5238,2,,,,
EU520001,10-2,2019-04-29 07:54:15.953,Completed,Italy,100,Conto dell'impianto di I.C.A.B. S.p.A.,5013251,I.C.A.B. S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,140,EU,EU General Allowances (EUA),140,2,,,,
EU519997,10-2,2019-04-29 08:09:02.732,Completed,Poland,100,Ciepłownia gazowo-olejowa,5003030,Dolnośląskie Zakłady Usługowo-Produkcyjne DOZAMEL,European Commission,100,EU Allowance deletion,5016380,European Commission,5443,EU,EU General Allowances (EUA),5443,2,,,,
EU519375,10-2,2019-04-29 08:32:35.695,Completed,Germany,100,Freiformschmiede Buderus Edelstahl GmbH,5018194,Buderus Edelstahl GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,50015,EU,EU General Allowances (EUA),50015,2,,,,
EU519374,10-2,2019-04-29 08:32:35.729,Completed,Germany,100,Warmwalzwerk Buderus Edelstahl GmbH,5018192,Buderus Edelstahl GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,28785,EU,EU General Allowances (EUA),28785,2,,,,
EU519962,10-71,2019-04-29 09:00:02.474,Completed,France,100,ALUMINIUM DUNKERQUE,5022366,ALUMINIUM DUNKERQUE,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,20554,BR,CER - Certified Emission Reduction Unit,20554,2,,8012,,
EU519373,10-2,2019-04-29 08:35:42.983,Completed,Germany,100,Elektrostahlwerk,5015612,Buderus Edelstahl GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,40506,EU,EU General Allowances (EUA),40506,2,,,,
EU519730,10-2,2019-04-29 09:00:22.535,Completed,Germany,100,ETS Konto SunExpress Deutschland,5018342,SunExpress Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,5679,EU,EU Aviation Allowances (EUAA),5679,2,,,,
EU520006,10-2,2019-04-29 08:36:35.354,Completed,Denmark,100,Dangrønt Ribe,5006519,VITFOSS A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,11,EU,EU General Allowances (EUA),11,2,,,,
EU520028,10-72,2019-04-29 09:01:01.66,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,ALUMINIUM DUNKERQUE,5022366,ALUMINIUM DUNKERQUE,20554,EU,EU General Allowances (EUA),20554,2,,,,
EU509186,10-2,2019-04-29 08:36:52.119,Completed,Germany,100,760 - Anlagenkonto,5015001,AIRBUS HELICOPTERS Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,4860,EU,EU General Allowances (EUA),4860,2,,,,
EU507507,10-2,2019-04-29 09:09:44.577,Completed,Germany,100,Anlagenkonto Schwermetall,5019968,Schwermetall Halbzeugwerk GmbH & Co.KG,European Commission,100,EU Allowance deletion,5016380,European Commission,11568,EU,EU General Allowances (EUA),11568,2,,,,
EU519372,10-2,2019-04-29 08:37:30.083,Completed,Germany,100,Vergüterei Buderus Edelstahl GmbH,5018189,Buderus Edelstahl GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,20675,EU,EU General Allowances (EUA),20675,2,,,,
